industry,qa_type,question,optionA,optionB,optionC,optionD,optionE,answer,reference,page
b13-oil-and-gas-refining-and-marketing,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might the disclosure of a company's strategies to manage Scope 1 emissions impact investor perceptions and decision-making?,It would have no impact on investor perceptions,It would only be relevant for investors in renewable energy companies,It could provide investors with insights into the company's long-term risk management and sustainability efforts,It would exclusively influence government regulators,It would automatically lead to divestment from all oil and gas companies,C. It could provide investors with insights into the company's long-term risk management and sustainability efforts,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,118-120
b13-oil-and-gas-refining-and-marketing,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might the shift towards advanced biofuels impact the long-term business strategy of traditional Oil & Gas Refining & Marketing companies?,It has no impact as traditional fuels will always dominate the market,"It requires significant investment in R&D and infrastructure, potentially reducing short-term profitability but enhancing long-term competitiveness",It only affects companies in regions with strict renewable fuel mandates,It leads to immediate closure of all traditional refining operations,"It only impacts the marketing aspect of the business, not the refining operations","B. It requires significant investment in R&D and infrastructure, potentially reducing short-term profitability but enhancing long-term competitiveness",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,122-123
b13-oil-and-gas-refining-and-marketing,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What specific categories of emissions sources must Oil & Gas Refining & Marketing companies consider when discussing their strategies to manage Scope 1 emissions?,Only flared hydrocarbons and process emissions,"Flared hydrocarbons, other combusted emissions, and vented emissions","Process emissions, fugitive emissions, and vented emissions","Flared hydrocarbons, other combusted emissions, process emissions, vented emissions, and fugitive emissions",Only combusted emissions and fugitive emissions,"D. Flared hydrocarbons, other combusted emissions, process emissions, vented emissions, and fugitive emissions",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,119-120
b13-oil-and-gas-refining-and-marketing,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to the IFRS S2 Climate-related Disclosures, how should a company calculate the percentage of its Scope 1 emissions covered under emissions-limiting regulations?",Total emissions covered by regulations divided by total Scope 1 and Scope 2 emissions,Total emissions covered by regulations divided by total Scope 1 emissions,Total emissions covered by regulations minus voluntary emissions reductions,Total emissions covered by regulations plus emissions from acquired companies,Total emissions covered by regulations multiplied by the company's market share,B. Total emissions covered by regulations divided by total Scope 1 emissions,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,117-118
b13-oil-and-gas-refining-and-marketing,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","When discussing water management strategies, how does the IFRS S2 standard define 'fresh water' for reporting purposes?",Water with less than 500 parts per million of dissolved solids,Any water sourced from surface water bodies,"Water with less than 1000 parts per million of dissolved solids, unless otherwise defined by local regulations",Only purified water used in refining processes,Water sourced exclusively from municipal supplies,"C. Water with less than 1000 parts per million of dissolved solids, unless otherwise defined by local regulations",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,121
b13-oil-and-gas-refining-and-marketing,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What is the correct approach for calculating the percentage of water recycled in Oil & Gas Refining & Marketing operations?,Volume of water treated divided by volume of water withdrawn,Volume of water reused once divided by total water consumption,"Volume of water recycled divided by volume of water withdrawn, counting each instance of reuse",Volume of water saved through conservation efforts,Volume of water discharged minus volume of water withdrawn,"C. Volume of water recycled divided by volume of water withdrawn, counting each instance of reuse",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,121
b13-oil-and-gas-refining-and-marketing,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Based on the IFRS S2 Climate-related Disclosures, what are the potential implications of water management strategies for Oil & Gas Refining & Marketing companies operating in water-stressed regions?",Increased profitability due to lower water costs,"Reduced operational risks, improved community relations, and potential cost savings",No significant impact on operations or stakeholder relationships,Decreased production capacity but improved environmental reputation,Increased water usage leading to higher operational efficiency,"B: Reduced operational risks, improved community relations, and potential cost savings",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,121-122
b13-oil-and-gas-refining-and-marketing,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Considering the IFRS S2 Climate-related Disclosures, how might the requirement to disclose the total addressable market for advanced biofuels impact the competitive landscape of the Oil & Gas Refining & Marketing industry?",It will have no effect on competition as all companies will report the same market size,It may intensify competition and drive innovation in advanced biofuel technologies,It will likely decrease competition as companies will avoid entering the advanced biofuels market,"The disclosure will only benefit large companies, disadvantaging smaller players",It will lead to collusion among companies to manipulate the reported market size,B: It may intensify competition and drive innovation in advanced biofuel technologies,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,122-123
b13-oil-and-gas-refining-and-marketing,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,How might the increasing focus on greenhouse gas emissions and water management in the Oil & Gas Refining & Marketing industry shape future investment strategies and operational practices?,Companies will likely prioritize short-term profits over long-term sustainability goals,The industry will shift towards increased investments in emissions reduction technologies and water-efficient processes,Regulatory pressures will have minimal impact on investment strategies in the industry,Companies will relocate all operations to regions with less stringent environmental regulations,The industry will completely abandon traditional refining processes in favor of renewable energy production,B: The industry will shift towards increased investments in emissions reduction technologies and water-efficient processes,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,116-122
b13-oil-and-gas-refining-and-marketing,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Given the disclosure requirements for advanced biofuels market share, how might this impact the innovation and competitive dynamics within the Oil & Gas Refining & Marketing industry?",It will have no significant effect on innovation or competition in the industry,It will lead to decreased innovation as companies focus solely on traditional refining methods,"It will result in increased collaboration between companies, reducing overall competition",It will drive increased investment in R&D for advanced biofuels and create new competitive advantages,It will cause companies to abandon the biofuels market entirely due to disclosure complexities,D: It will drive increased investment in R&D for advanced biofuels and create new competitive advantages,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,122-123
b13-oil-and-gas-refining-and-marketing,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following environmental impact factors is NOT explicitly mentioned in the IFRS S2 Climate-related Disclosures for the Oil & Gas Refining & Marketing industry?,Greenhouse gas emissions,Water management,Air quality,Product specifications and clean fuel blends,Waste management,E. Waste management,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,114-123
b13-oil-and-gas-refining-and-marketing,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following GHGs is NOT listed as part of the seven GHGs covered under the Kyoto Protocol in the IFRS S2 Climate-related Disclosures?,Carbon dioxide (CO₂),Methane (CH₄),Nitrous oxide (N₂O),Sulfur dioxide (SO₂),Nitrogen trifluoride (NF₃),D. Sulfur dioxide (SO₂),IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,118
b13-oil-and-gas-refining-and-marketing,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following metrics is NOT included in the 'Water Management' topic for Oil & Gas Refining & Marketing companies according to the IFRS S2 Climate-related Disclosures?,Total fresh water withdrawn,Percentage of water recycled,Percentage of water in regions with High or Extremely High Baseline Water Stress,Volume of produced water and flowback generated,Fresh water obtained from a water utility,D. Volume of produced water and flowback generated,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Refining & Marketing,121-122
b14-oil-and-gas-services,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What are the two categories of equipment mentioned in the fuel consumption metric EM-SV-110a.1?,On-road and off-road equipment,Stationary and mobile equipment,Drilling and transportation equipment,Land-based and offshore equipment,Owned and leased equipment,A. On-road and off-road equipment,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,127
b14-oil-and-gas-services,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","According to the industry description, what are the two main segments of oil and gas services companies?",Exploration and production,Drilling and oilfield services,Upstream and downstream,Onshore and offshore,Equipment manufacturing and transportation,B. Drilling and oilfield services,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,124-125
b14-oil-and-gas-services,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What is the unit of measure for the activity metric 'Total amount of drilling performed'?,Feet,Yards,Meters,Kilometers,Miles,C. Meters,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,124
b14-oil-and-gas-services,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What is the definition of 'flowback' in the context of water management in oil and gas services?,Water brought up from the hydrocarbon bearing formation strata,The process of allowing fluids to flow from a well following a treatment,Water used in hydraulic fracturing fluids,The separation of oil and water in production,The injection of water into a well for enhanced oil recovery,B. The process of allowing fluids to flow from a well following a treatment,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130-131
b14-oil-and-gas-services,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How might an oil and gas services company demonstrate its commitment to emissions reduction while also improving its competitive advantage?,By increasing fuel consumption in off-road equipment,By focusing solely on short-term emission reduction strategies,By providing customers with services and equipment that reduce emissions and fuel consumption while capturing saleable gas,By ignoring customer demands for emissions reduction technologies,By exclusively using renewable fuels in all operations,C. By providing customers with services and equipment that reduce emissions and fuel consumption while capturing saleable gas,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126
b14-oil-and-gas-services,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,What factors should an oil and gas services company consider when developing a comprehensive strategy to address air emissions-related risks and opportunities?,Only focus on reducing emissions from combustion sources,Implement short-term strategies without considering long-term plans,"Address emissions from multiple sources including combustion, flaring, venting, and fugitive emissions, while considering both short-term and long-term strategies",Ignore customer demand for emissions reduction technologies,Only focus on reducing emissions from off-road equipment,"C. Address emissions from multiple sources including combustion, flaring, venting, and fugitive emissions, while considering both short-term and long-term strategies",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,127-128
b14-oil-and-gas-services,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How can an oil and gas services company effectively manage water-related risks while capitalizing on market opportunities?,By increasing fresh water consumption in all operations,By ignoring water recycling technologies,By focusing solely on water disposal methods,"By developing and offering services that reduce water consumption, increase recycling, and minimize wastewater production for their customers",By only addressing water management in non-water-stressed regions,"D. By developing and offering services that reduce water consumption, increase recycling, and minimize wastewater production for their customers",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130-132
b14-oil-and-gas-services,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,What approach should an oil and gas services company take to improve its environmental performance and competitiveness in both emissions reduction and water management?,"Focus exclusively on emissions reduction, ignoring water management",Prioritize water management while neglecting emissions reduction efforts,Implement short-term strategies without considering long-term sustainability,"Develop integrated strategies addressing both emissions and water management, offering innovative technologies and services to customers in both areas",Maintain current practices without adapting to changing environmental concerns,"D. Develop integrated strategies addressing both emissions and water management, offering innovative technologies and services to customers in both areas",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126-132
b14-oil-and-gas-services,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What is the significance of 'engine families' in the context of emissions standards compliance for oil and gas services companies?,Groups of engines with similar fuel consumption rates,Engine product lines expected to have similar emissions characteristics,Engines manufactured by the same company,Engines used in the same type of equipment,Engines with the same horsepower rating,B. Engine product lines expected to have similar emissions characteristics,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,129
b14-oil-and-gas-services,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,How is 'renewable fuel' defined in the context of oil and gas services emissions reporting?,Any fuel derived from plant-based sources,Fuel that reduces greenhouse gas emissions by at least 50%,"Fuel produced from renewable biomass, replacing fossil fuel, and achieving net GHG emissions reduction",Any alternative fuel not derived from petroleum,Fuel that is carbon-neutral in its production and use,"C. Fuel produced from renewable biomass, replacing fossil fuel, and achieving net GHG emissions reduction",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126-127
b14-oil-and-gas-services,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What does the term 'handled water' encompass in the context of water management for oil and gas services companies?,Only water directly obtained by the company,Water used solely for hydraulic fracturing,All water that passes through the company's treatment facilities,Water transferred from third parties and directly obtained water used in operations,Only freshwater sources used in operations,D. Water transferred from third parties and directly obtained water used in operations,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130
b14-oil-and-gas-services,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What distinguishes 'short-term strategies' from 'long-term strategies' in addressing air emissions-related risks for oil and gas services companies?,"Short-term strategies focus on cost reduction, while long-term strategies focus on environmental impact","Short-term strategies involve immediate equipment upgrades, while long-term strategies involve research and development","Short-term strategies include fuel substitution and maintenance, while long-term strategies involve process redesigns and technological innovations","Short-term strategies are implemented within a year, while long-term strategies take over five years to implement","Short-term strategies focus on regulatory compliance, while long-term strategies aim for industry leadership","C. Short-term strategies include fuel substitution and maintenance, while long-term strategies involve process redesigns and technological innovations",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,128
b14-oil-and-gas-services,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How can oil and gas services companies leverage their expertise in emissions reduction and water management to gain a competitive advantage in the industry?,By focusing solely on reducing their own operational costs,By developing and offering innovative technologies that help E&P companies reduce emissions and water consumption,By lobbying for less stringent environmental regulations,By outsourcing all environmental management services,By maintaining current practices without any changes,B. By developing and offering innovative technologies that help E&P companies reduce emissions and water consumption,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,"126, 130"
b14-oil-and-gas-services,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How does the contractual relationship between oil and gas services companies and their customers influence sustainability performance in the industry?,It has no impact on sustainability performance,It only affects pricing and not sustainability,It creates competition solely based on service rates,It drives innovation in sustainable technologies and practices to meet customer demands,It discourages any focus on sustainability,D. It drives innovation in sustainable technologies and practices to meet customer demands,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,"125, 126"
b14-oil-and-gas-services,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What is the significance of closed-loop water recycling systems in the context of water management services for oil and gas operations?,They increase water consumption in oil and gas operations,They have no impact on water management,"They reduce the need for fresh water and minimize wastewater disposal, addressing key environmental concerns",They are only used for aesthetic purposes in oil fields,They increase the cost of oil and gas production without any benefits,"C. They reduce the need for fresh water and minimize wastewater disposal, addressing key environmental concerns",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,"130, 131"
b14-oil-and-gas-services,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to IFRS S2 Climate-related Disclosures, how should oil and gas services companies calculate the percentage of renewable fuel consumed?","By dividing the amount of renewable fuel by the total fuel consumed, including non-renewable sources",By comparing renewable fuel consumption to the previous year's total fuel consumption,By calculating the ratio of renewable fuel to fossil fuel used in transportation only,By measuring the percentage of renewable fuel used in stationary equipment only,By estimating the renewable fuel consumption based on industry averages,"A. By dividing the amount of renewable fuel by the total fuel consumed, including non-renewable sources",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126-127
b14-oil-and-gas-services,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.",What is the correct procedure for determining if a non-road diesel engine complies with the highest level of emissions standards according to IFRS S2?,By checking if the engine was manufactured in the last five years,"By verifying that the engine belongs to a family with test results showing official emission results at or below standards, and has received confirmation from the certifying body",By conducting annual emissions tests on each individual engine,By ensuring the engine is used only in jurisdictions with the strictest emissions standards,By comparing the engine's emissions to the average emissions of all engines in the company's fleet,"B. By verifying that the engine belongs to a family with test results showing official emission results at or below standards, and has received confirmation from the certifying body",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,128-129
b14-oil-and-gas-services,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","Under IFRS S2, what is the correct procedure for calculating the total fuel consumed by an oil and gas services company?",Estimating fuel consumption based on equipment specifications,Using only fuel purchase receipts from the reporting period,"Calculating based on actual fuel consumed, using methodologies such as adding fuel purchases to beginning inventory, less ending inventory",Measuring exhaust emissions to estimate fuel consumption,Relying on industry average fuel consumption rates,"C. Calculating based on actual fuel consumed, using methodologies such as adding fuel purchases to beginning inventory, less ending inventory",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126-127
b14-oil-and-gas-services,"Policy or Procedure Questions: Questions about specific policies, standards, or procedures mentioned in the document.","According to IFRS S2, how should an oil and gas services company determine the volume of fresh water handled in its operations?",By measuring only the water directly obtained by the company,By estimating water usage based on industry averages,By including only water used in hydraulic fracturing,By measuring water transferred from third parties for the company's services and water directly obtained and used by the company,By calculating the difference between water intake and wastewater output,D. By measuring water transferred from third parties for the company's services and water directly obtained and used by the company,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130-131
b14-oil-and-gas-services,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,What potential long-term strategies could oil and gas services companies adopt to address air quality management concerns in their operations?,Exclusively using electric vehicles for all transportation needs,Implementing carbon capture and storage technologies alongside alternative fuel equipment and process redesigns,Completely phasing out all fossil fuel-based operations within a year,Focusing solely on short-term strategies like engine maintenance,Relocating all operations to areas with less stringent air quality regulations,B. Implementing carbon capture and storage technologies alongside alternative fuel equipment and process redesigns,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,128
b14-oil-and-gas-services,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,How might the increasing regulation and high costs of fuels associated with emissions impact the business model of oil and gas services companies in the future?,It will have no impact as services companies don't directly produce emissions,It will lead to the immediate collapse of the oil and gas services industry,"It may drive innovation in emissions-reducing technologies and services, creating new revenue streams and competitive advantages",It will force all services companies to switch to renewable energy production,"It will only affect large corporations, leaving small services companies unaffected","C. It may drive innovation in emissions-reducing technologies and services, creating new revenue streams and competitive advantages",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,126
b14-oil-and-gas-services,Open-ended Analysis: Questions that require synthesizing information to form an opinion or analysis.,"Given the increasing focus on water management in oil and gas operations, how might service companies strategically position themselves to address both environmental concerns and customer needs in water-stressed regions?",By ignoring water management issues and focusing solely on traditional oil and gas services,"By developing and offering advanced water recycling technologies, closed-loop systems, and water efficiency solutions tailored to specific regional challenges",By lobbying for less stringent water usage regulations in water-stressed regions,By recommending that customers relocate operations to regions with abundant water resources,By focusing exclusively on water importation services for oil and gas operations,"B. By developing and offering advanced water recycling technologies, closed-loop systems, and water efficiency solutions tailored to specific regional challenges",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130-132
b14-oil-and-gas-services,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following topics is NOT mentioned as a sustainability disclosure topic for the oil and gas services industry in IFRS S2?,Emissions Reduction Services & Fuels Management,Water Management Services,Waste Management and Recycling,Air Quality Management,Energy Efficiency,C. Waste Management and Recycling,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,124
b14-oil-and-gas-services,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT included in the scope of disclosure for air emissions-related risks and opportunities?,Combustion emissions,Flaring of hydrocarbons,Process emissions,Venting of hydrocarbons,Methane emissions from livestock,E. Methane emissions from livestock,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,128
b14-oil-and-gas-services,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT mentioned as an activity metric for oil and gas services companies in IFRS S2?,Number of active rig sites,Number of active well sites,Total amount of drilling performed,Total number of hours worked by all employees,Total revenue generated from sustainable services,E. Total revenue generated from sustainable services,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,124
b14-oil-and-gas-services,Negative Questions: Questions about what is NOT mentioned or covered in the document.,Which of the following is NOT considered in the definition of 'recycled water' for oil and gas services companies under IFRS S2?,Water recycled in closed-loop systems,Water recycled in open-loop systems,Recycled produced water,Recycled flowback,Rainwater harvesting,E. Rainwater harvesting,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements: Oil & Gas – Services,130-131
b15-asset-management-and-custody-activities,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","What are the three approaches to incorporation of ESG factors in investment management, as defined by the PRI Reporting Framework?","Screening, sustainability themed investment, and integration of ESG","Risk assessment, performance measurement, and client reporting","Asset allocation, portfolio construction, and risk management","Fundamental analysis, technical analysis, and quantitative analysis","Proxy voting, engagement, and divestment","A. Screening, sustainability themed investment, and integration of ESG",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,136
b15-asset-management-and-custody-activities,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","According to the document, what is the definition of 'financed emissions' in the context of asset management?",Emissions from the asset management company's own operations,Emissions from the companies in which the asset manager invests,Emissions from the transportation of financial assets,The portion of gross emissions of the investee attributed to the investments made by the entity on behalf of a third party,Emissions from the financial transactions processed by the asset manager,D. The portion of gross emissions of the investee attributed to the investments made by the entity on behalf of a third party,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,141-142
b15-asset-management-and-custody-activities,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.","What is the primary reason for asset management companies to consider ESG factors in their investment decisions, according to the document?",To comply with government regulations,To attract more clients,To fulfill their fiduciary responsibility to clients,To reduce operational costs,To improve their public image,C. To fulfill their fiduciary responsibility to clients,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,135
b15-asset-management-and-custody-activities,"Factual Retrieval: Questions that require finding and stating specific facts from the document, but without asking what is NOT mentioned or covered in the document.",What are the two quantitative activity metrics specifically mentioned for the Asset Management & Custody Activities industry?,Total assets under management (AUM) and total revenue,Total assets under custody and total number of clients,Total assets under management (AUM) and total assets under custody and supervision,Total revenue and number of employees,Total market capitalization and total assets under management (AUM),C. Total assets under management (AUM) and total assets under custody and supervision,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,133
b15-asset-management-and-custody-activities,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,"In the context of proxy voting and investee engagement, what is the recommended escalation process when company dialogue is failing, according to the International Corporate Governance Network (ICGN) Global Stewardship Principles?",Immediately exit the investment,Only submit shareholder resolutions,"Engage in a series of escalating actions, from expressing concerns to corporate representatives to potentially exiting the investment",Solely focus on making public statements,Take no action and wait for the company to improve,"C. Engage in a series of escalating actions, from expressing concerns to corporate representatives to potentially exiting the investment",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,140
b15-asset-management-and-custody-activities,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How do transition risks and financed emissions calculations relate to an asset management company's investment strategy and potential financial outcomes?,They are unrelated concepts with no impact on investment strategy,Transition risks only affect companies in the energy sector,"Calculating financed emissions helps identify and assess transition risks, which can lead to better investment decisions, potentially improving returns and attracting more AUM",Financed emissions calculations are only relevant for green bonds,"Transition risks and financed emissions only matter for regulatory compliance, not investment performance","C. Calculating financed emissions helps identify and assess transition risks, which can lead to better investment decisions, potentially improving returns and attracting more AUM",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,141-142
b15-asset-management-and-custody-activities,Multi-hop Reasoning: Questions that require connecting information from multiple parts of the document.,How might an asset management company's approach to ESG factor incorporation and its ability to calculate financed emissions impact its long-term financial performance?,It has no impact on financial performance,It only affects the company's reputation,"It can lead to increased performance fees and AUM, strengthening market share",It only impacts short-term investment returns,It exclusively affects the company's ability to attract new clients,"C. It can lead to increased performance fees and AUM, strengthening market share",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,"135, 141"
b15-asset-management-and-custody-activities,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What does the term 'sustainability themed investing' refer to in asset management?,Investing only in companies with high ESG ratings,Avoiding investments in fossil fuel companies,"Investment in themes or assets specifically related to sustainability, such as clean energy or green technology",Investing in companies that have signed the UN Global Compact,Focusing investments on companies with strong governance practices,"C: Investment in themes or assets specifically related to sustainability, such as clean energy or green technology",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,135
b15-asset-management-and-custody-activities,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What does 'integration of ESG issues' mean in the context of investment management?,Only investing in companies with perfect ESG scores,Excluding all companies with poor environmental records,Creating separate ESG-focused funds,The systematic and explicit inclusion of material ESG factors into investment analysis and investment decisions,Engaging with company management on social issues,D: The systematic and explicit inclusion of material ESG factors into investment analysis and investment decisions,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,135
b15-asset-management-and-custody-activities,Definition or Explanation: Questions asking to define or explain industry-specific terms or concepts.,What is meant by 'emissions intensity' in the context of financed emissions?,The total amount of greenhouse gases emitted by a company,The carbon footprint of an investment portfolio,"The amount of Scope 1, 2, and 3 emissions per unit of economic activity, such as revenue or AUM",The percentage of a portfolio invested in high-emitting sectors,The rate at which emissions are increasing in a given industry,"C: The amount of Scope 1, 2, and 3 emissions per unit of economic activity, such as revenue or AUM",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,142
b15-asset-management-and-custody-activities,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,How might an asset management company's approach to proxy voting on environmental and social issues impact its overall investment strategy?,It has no impact on investment strategy,It only affects the company's public image,It can influence investment decisions and portfolio composition,It only matters for socially responsible investment funds,It exclusively impacts the company's relationship with regulators,C. It can influence investment decisions and portfolio composition,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,138-139
b15-asset-management-and-custody-activities,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What potential consequences might an asset management company face if it fails to effectively manage and disclose its approach to ESG incorporation and financed emissions?,No significant consequences,Only minor reputational damage,"Reduced investment performance, loss of AUM, and decreased market share",Increased profitability due to lower operational costs,Improved relationships with regulatory bodies,"C. Reduced investment performance, loss of AUM, and decreased market share",IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,"135, 141"
b15-asset-management-and-custody-activities,Contextual Understanding: Questions that test understanding of the broader context or implications of the information.,What is the significance of an asset management company's escalation process for engagements when company dialogue is failing?,It is only relevant for proxy voting,It demonstrates the company's commitment to responsible investing and can influence investee behavior,It is a legal requirement for all asset managers,It only applies to environmental issues,It has no impact on investment decisions,B. It demonstrates the company's commitment to responsible investing and can influence investee behavior,IFRS S2 Climate-related Disclosures Appendix B Industry-based disclosure requirements,140
