qa_type,temperature,question1,question2,similarity
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.27830464
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.0893196
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.19130442
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,What is the entity's average refrigerant emissions rate?,0.29229987
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,What percentage of the entity's operational energy consumed is from grid electricity?,0.27283758
single_hop,0.5,What is the definition of Revenue Ton Kilometers (RTK) for air freight and logistics companies?,What percentage of the entity's operational energy consumed is from renewable sources?,0.30028823
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,0.36521432
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,0.53206956
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the total fresh water withdrawn by coal operations companies?,0.20824745
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,0.28235647
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,0.4219905
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.24727856
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.48278326
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.22450483
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.24520355
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.1398421
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the definition of 'financed emissions' according to the SASB standards?,0.3440502
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.19480428
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.26015794
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.17613092
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.19168255
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.2865274
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.17489667
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.20512721
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.18081959
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What is the entity's average refrigerant emissions rate?,0.24238124
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What percentage of the entity's operational energy consumed is from grid electricity?,0.31470853
single_hop,0.5,What is the definition of Load Factor for air freight and logistics companies?,What percentage of the entity's operational energy consumed is from renewable sources?,0.28058162
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,0.55024564
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the total fresh water withdrawn by coal operations companies?,0.3557352
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,0.30397058
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,0.5815188
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.48845735
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.5294364
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.7068581
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.64224744
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.4448332
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the definition of 'financed emissions' according to the SASB standards?,0.52591884
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.4950407
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.57552546
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.5075732
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.19213405
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.2019455
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.36578023
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.3313473
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.40467566
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What is the entity's average refrigerant emissions rate?,0.46606958
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What percentage of the entity's operational energy consumed is from grid electricity?,0.33393556
single_hop,0.5,Which of the following is NOT a key activity or investment that air freight and logistics companies can pursue to reduce their Scope 1 greenhouse gas emissions?,What percentage of the entity's operational energy consumed is from renewable sources?,0.39728987
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the total fresh water withdrawn by coal operations companies?,0.26921847
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,0.17296308
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,0.3631969
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.29460445
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.5836283
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.3512789
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.29542583
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.20260526
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the definition of 'financed emissions' according to the SASB standards?,0.36430094
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.25215304
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.3251488
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.21687005
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.094864845
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.08815822
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.2050935
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.19164206
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.24414462
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What is the entity's average refrigerant emissions rate?,0.3061666
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What percentage of the entity's operational energy consumed is from grid electricity?,0.22630987
single_hop,0.5,What is the definition of Alternative Fuel for air transport operations in the air freight and logistics industry?,What percentage of the entity's operational energy consumed is from renewable sources?,0.28047764
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,0.79771906
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,0.48282868
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.6228939
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.31364363
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.41205412
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.35208514
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.24013239
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the definition of 'financed emissions' according to the SASB standards?,0.3012842
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.25684616
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.34593463
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.2933205
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.2670436
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.43679386
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.48762864
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.13404766
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.38976347
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What is the entity's average refrigerant emissions rate?,0.4546021
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What percentage of the entity's operational energy consumed is from grid electricity?,0.40891847
single_hop,0.5,What is the total fresh water withdrawn by coal operations companies?,What percentage of the entity's operational energy consumed is from renewable sources?,0.47712708
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,0.49454135
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.5804887
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.29078633
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.39613676
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.38449517
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.28716758
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the definition of 'financed emissions' according to the SASB standards?,0.23524596
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.17673692
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.36393166
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.2670219
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.22854243
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.6535729
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.39973217
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.21259257
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.38447565
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What is the entity's average refrigerant emissions rate?,0.4330577
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What percentage of the entity's operational energy consumed is from grid electricity?,0.43511528
single_hop,0.5,What percentage of the total fresh water withdrawn by coal operations companies is in regions with High or Extremely High Baseline Water Stress?,What percentage of the entity's operational energy consumed is from renewable sources?,0.50551546
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,0.5840781
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.4569801
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.50568545
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.47486663
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.25481346
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the definition of 'financed emissions' according to the SASB standards?,0.39889047
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.32834643
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.53647435
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.41824162
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.18439037
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.2033898
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.3502139
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.26062697
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.24139395
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What is the entity's average refrigerant emissions rate?,0.28349894
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What percentage of the entity's operational energy consumed is from grid electricity?,0.37117195
single_hop,0.5,Which of the following is NOT a key factor that influences the capital expenditure strategy of coal operations companies?,What percentage of the entity's operational energy consumed is from renewable sources?,0.43567216
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the primary mode of transportation used in the midstream oil and gas industry?,0.31703064
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.6195562
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.523103
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.46161795
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the definition of 'financed emissions' according to the SASB standards?,0.476007
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.38212398
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.52147686
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.46675232
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.17510411
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.25633892
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.4239579
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.24069752
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.39578462
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What is the entity's average refrigerant emissions rate?,0.5236945
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What percentage of the entity's operational energy consumed is from grid electricity?,0.4439267
single_hop,0.5,What is the estimated carbon dioxide emissions embedded in the proven coal reserves of coal operations companies?,What percentage of the entity's operational energy consumed is from renewable sources?,0.5099209
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,0.5673276
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.47929126
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.18899581
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the definition of 'financed emissions' according to the SASB standards?,0.29257214
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.22858879
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.38836125
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.23001271
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.20324665
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.21866791
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.15894163
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.2284005
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.1357361
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What is the entity's average refrigerant emissions rate?,0.19188681
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What percentage of the entity's operational energy consumed is from grid electricity?,0.27397862
single_hop,0.5,What is the primary mode of transportation used in the midstream oil and gas industry?,What percentage of the entity's operational energy consumed is from renewable sources?,0.31866437
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,0.67964303
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.5157497
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the definition of 'financed emissions' according to the SASB standards?,0.49402678
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.42412934
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.5452499
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.4482029
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.12287178
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.21154255
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the total amount of monetary losses as a result of legal proceedings associated with environmental regulations?,0.33368307
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,"What is the process to integrate environmental considerations into site selection, site design, and site development and construction?",0.27880672
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the percentage of refrigerants consumed by the entity that have zero ozone-depleting potential?,0.40721124
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What is the entity's average refrigerant emissions rate?,0.50455236
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What percentage of the entity's operational energy consumed is from grid electricity?,0.4000573
single_hop,0.5,What is the main source of greenhouse gas emissions in the midstream oil and gas industry?,What percentage of the entity's operational energy consumed is from renewable sources?,0.49636823
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the preferred source for global warming potential (GWP) values used to calculate greenhouse gas emissions?,0.3472743
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the definition of 'financed emissions' according to the SASB standards?,0.48210293
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the purpose of a commercial bank disclosing its 'financed emissions'?,0.4682828
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,"According to the SASB standards, which of the following is considered a 'carbon-related industry'?",0.48500133
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the purpose of a commercial bank disclosing its 'gross exposure to carbon-related industries'?,0.52642274
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the number of (1) lots and (2) homes delivered on redevelopment sites?,0.12504457
single_hop,0.5,What is the main regulatory risk for midstream companies related to greenhouse gas emissions?,What is the number of (1) lots and (2) homes delivered in regions with High or Extremely High Baseline Water Stress?,0.23386577
